,open,high,low,close,volume,value
2025-05-05 09:00:00,135677000.0,136392000.0,132900000.0,134890000.0,1381.52834207,185565836745.54684
2025-05-06 09:00:00,134890000.0,137800000.0,133061000.0,137400000.0,1153.00089047,155575215463.68115
2025-05-07 09:00:00,137351000.0,138282000.0,136050000.0,137660000.0,1302.40326345,178936860435.0718
2025-05-08 09:00:00,137680000.0,145000000.0,137402000.0,144780000.0,3154.90070587,445620019181.009
2025-05-09 09:00:00,144688000.0,146200000.0,143500000.0,143720000.0,2080.11567877,300604179418.1245
2025-05-10 09:00:00,143726000.0,145315000.0,143500000.0,144964000.0,1243.871982,179600351414.76984
2025-05-11 09:00:00,144982000.0,146495000.0,144037000.0,145510000.0,1407.7751321,204503602863.27615
2025-05-12 09:00:00,145510000.0,147300000.0,142532000.0,144875000.0,2643.29601827,384709627704.4513
2025-05-13 09:00:00,144875000.0,146644000.0,143500000.0,145880000.0,1592.07970472,231500011356.93103
2025-05-14 09:00:00,145965000.0,146430000.0,144249000.0,145718000.0,1166.66900037,169844494205.07053
2025-05-15 09:00:00,145793000.0,146639000.0,143634000.0,146026000.0,1769.20196941,256644704012.70148
2025-05-16 09:00:00,146030000.0,147117000.0,145570000.0,146465000.0,1276.22182233,186864020488.8946
2025-05-17 09:00:00,146465000.0,146828000.0,145770000.0,146555000.0,861.64733995,126121874218.33208
2025-05-18 09:00:00,146580000.0,150600000.0,146555000.0,150458000.0,1866.44894706,277157288271.40625
2025-05-19 09:00:00,150296000.0,151199000.0,145500000.0,148699000.0,2401.08645573,354455857435.6369
2025-05-20 09:00:00,148700000.0,150990000.0,147743000.0,150424000.0,1919.88762969,286919449540.4765
2025-05-21 09:00:00,150424000.0,153301000.0,148810000.0,152356000.0,3078.69314991,464255347702.5485
2025-05-22 09:00:00,152356000.0,155323000.0,152070000.0,154861000.0,2781.67594178,428642979380.35846
2025-05-23 09:00:00,154861000.0,155169000.0,149258000.0,149878000.0,3245.40940679,493986376322.7763
2025-05-24 09:00:00,149962000.0,152700000.0,149422000.0,150660000.0,1063.00688169,160626638206.7191
2025-05-25 09:00:00,150680000.0,152946000.0,149916000.0,152133000.0,975.54766995,147247390195.17743
2025-05-26 09:00:00,152133000.0,153000000.0,151509000.0,152195000.0,987.97582253,150415154588.6237
2025-05-27 09:00:00,152197000.0,153218000.0,150001000.0,151323000.0,1629.83186829,247280385930.47882
2025-05-28 09:00:00,151323000.0,151608000.0,149520000.0,150280000.0,1140.46411905,171743128104.06027
2025-05-29 09:00:00,150280000.0,151291000.0,147160000.0,147370000.0,1717.72520344,256694760678.4399
2025-05-30 09:00:00,147370000.0,149000000.0,146300000.0,147044000.0,2171.38535825,320759946509.8581
2025-05-31 09:00:00,147044000.0,148700000.0,146042000.0,147932000.0,1097.54923406,161538591268.91797
2025-06-01 09:00:00,147932000.0,149502000.0,147000000.0,149100000.0,759.69668968,112453321042.13853
2025-06-02 09:00:00,149102000.0,149166000.0,146209000.0,148074000.0,1198.05720248,176525957182.84583
2025-06-03 09:00:00,148070000.0,148900000.0,147022000.0,147322000.0,979.14377348,144789621000.41092
2025-06-04 09:00:00,147378000.0,147601000.0,145200000.0,145210000.0,1104.00724819,161585316986.12125
2025-06-05 09:00:00,145218000.0,146487000.0,140399000.0,141588000.0,2536.94255293,364349380568.55396
2025-06-06 09:00:00,141588000.0,146120000.0,140862000.0,145196000.0,1279.12726613,183749703863.70224
2025-06-07 09:00:00,145196000.0,146895000.0,144601000.0,146514000.0,603.1996993,88059534618.2442
2025-06-08 09:00:00,146540000.0,146796000.0,145196000.0,145799000.0,553.07283989,80783604293.0407
2025-06-09 09:00:00,145801000.0,150600000.0,144900000.0,150330000.0,1605.82129866,237723678751.45724
2025-06-10 09:00:00,150330000.0,150992000.0,149060000.0,150604000.0,1359.55145588,204043686236.05585
2025-06-11 09:00:00,150628000.0,151400000.0,148999000.0,149702000.0,1080.08422097,162452482332.02567
2025-06-12 09:00:00,149710000.0,149840000.0,145801000.0,145801000.0,1570.65133602,231786031594.70667
2025-06-13 09:00:00,145811000.0,147340000.0,143000000.0,147266000.0,2195.12537289,318020020070.782
2025-06-14 09:00:00,147265000.0,147526000.0,145082000.0,146401000.0,584.40012937,85403293679.93283
2025-06-15 09:00:00,146401000.0,147100000.0,145220000.0,145997000.0,576.27420172,84200556894.92409
2025-06-16 09:00:00,145998000.0,149303000.0,145250000.0,146673000.0,1408.77470368,207686864067.53534
2025-06-17 09:00:00,146661000.0,147957000.0,143900000.0,145456000.0,1403.18502313,204736154670.58154
2025-06-18 09:00:00,145456000.0,146128000.0,144150000.0,145380000.0,870.61801942,126471521428.38004
2025-06-19 09:00:00,145381000.0,146000000.0,144500000.0,144978000.0,700.77154255,101842378960.65367
2025-06-20 09:00:00,144979000.0,146930000.0,143107000.0,143956000.0,1315.62127829,190608843411.26282
2025-06-21 09:00:00,143956000.0,144427000.0,141151000.0,142782000.0,1092.57854726,156253432375.52927
2025-06-22 09:00:00,142811000.0,144900000.0,137127000.0,140908000.0,3335.88004835,468510803019.5224
2025-06-23 09:00:00,140908000.0,147101000.0,139698000.0,146182000.0,2422.95238077,346783036638.01794
2025-06-24 09:00:00,146180000.0,146387000.0,144222000.0,145625000.0,1272.92112127,185010727139.06448
2025-06-25 09:00:00,145626000.0,148620000.0,145360000.0,147365000.0,1318.58944681,193957381788.68948
2025-06-26 09:00:00,147365000.0,148205000.0,146500000.0,146852000.0,950.33860524,140102621876.02808
2025-06-27 09:00:00,146868000.0,147628000.0,146000000.0,147058000.0,758.41022582,111420804053.70543
2025-06-28 09:00:00,147001000.0,147479000.0,146799000.0,147174000.0,291.28203061,42875942272.73871
2025-06-29 09:00:00,147174000.0,148502000.0,147091000.0,147996000.0,650.95569906,96188335417.21939
2025-06-30 09:00:00,147996000.0,148480000.0,145740000.0,145759000.0,944.35761221,138812096716.42776
2025-07-01 09:00:00,145759000.0,146678000.0,144710000.0,145019000.0,915.58085007,133282503157.51079
2025-07-02 09:00:00,145019000.0,148930000.0,144265000.0,147372000.0,1356.69500727,199573364700.12863
2025-07-03 09:00:00,147372000.0,149755000.0,147364000.0,148737000.0,1182.41237517,175892089704.29065
2025-07-04 09:00:00,148737000.0,149360000.0,146929000.0,147797000.0,819.64407007,121383661832.0915
2025-07-05 09:00:00,147798000.0,148400000.0,147655000.0,148197000.0,289.92019607,42904283341.56918
2025-07-06 09:00:00,148197000.0,149100000.0,147411000.0,148500000.0,574.67732795,85118626816.14578
2025-07-07 09:00:00,148500000.0,149100000.0,147196000.0,148100000.0,832.29461691,123245812310.68657
2025-07-08 09:00:00,148100000.0,148890000.0,147100000.0,148302000.0,670.29249832,99268948588.57974
2025-07-09 09:00:00,148302000.0,151479000.0,148000000.0,150701000.0,1496.46774735,223740339731.93878
2025-07-10 09:00:00,150750000.0,156960000.0,150200000.0,156519000.0,2648.04060121,405976570945.23785
